context,question,text,title,
"Are you almost finished doing the calculations for our report?
I could use some more time if that's okay.
Why? I thought you were quiet on schedule.
I was. But I found some errors and had a start from scratch.
Okay, can you get it done by tomorrow afternoon, then?
Sure, if I allowed to focus solely on this task.
",What is agreed upon?,get it done by tomorrow afternoon,meeting_17,55
"Are you almost finished doing the calculations for our report?
I could use some more time if that's okay.
Why? I thought you were quiet on schedule.
I was. But I found some errors and had a start from scratch.
Okay, can you get it done by tomorrow afternoon, then?
Sure, if I allowed to focus solely on this task.
",What does the man want to get the work done by tomorrow afternoon?,focus solely on this task,meeting_17,55
"Are you almost finished doing the calculations for our report?
I could use some more time if that's okay.
Why? I thought you were quiet on schedule.
I was. But I found some errors and had a start from scratch.
Okay, can you get it done by tomorrow afternoon, then?
Sure, if I allowed to focus solely on this task.
",What errors did the man find?,,meeting_17,55
"Are you almost finished doing the calculations for our report?
I could use some more time if that's okay.
Why? I thought you were quiet on schedule.
I was. But I found some errors and had a start from scratch.
Okay, can you get it done by tomorrow afternoon, then?
Sure, if I allowed to focus solely on this task.
",Why couldn't the man finish the work?,found some errors and had a start from scratch,meeting_17,55
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",What are the speakers talking about?,temporary position in sales,meeting_18,66
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",Who placed an ad for temporary position in sales?,human resources,meeting_18,66
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",Who is being replaced?,Kerry,meeting_18,66
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",Why does Kerry leave?,maternity leave,meeting_18,66
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",When will Kerry leave?,It's several months away,meeting_18,66
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",Why do they find the replacement so early?,we want to her to train whoever we hire.,meeting_18,66
"I noticed that human resources place an ad for temporary position in sales.
Yeah, we are looking to replace Kerry while she's on maternity leave.
I didn't realize it was so soon. When does she leave?
It's several months away actually. But we want to her to train whoever we hire.
Maybe Merry from marketing could be her replacement.
That's a good ides. I hadn't thought of looking within the company.
",Who could be good replacement?,Merry from marketing,meeting_18,66
"How's your dissertation coming along?
The overall structure has finally taking shape in my mind.
Have you started drafting the actual paper?
Not yet. I just finished arranging my notes.
Well, hopefully all these preliminary work pays off!
Yeah, but there are still some sources that I want to check out.
",Has the man started drafting the actual paper?,Not yet.,meeting_19,46
"How's your dissertation coming along?
The overall structure has finally taking shape in my mind.
Have you started drafting the actual paper?
Not yet. I just finished arranging my notes.
Well, hopefully all these preliminary work pays off!
Yeah, but there are still some sources that I want to check out.
",What is the main topic of the talk?,dissertation,meeting_19,46
